VideoID;AuthorDisplayName;Comment;LikeCount;PublishedAt;UpdatedAt;ParentID;CommentID
mNoPqRsTuVv;ScienceBuff;Mind-blown! 🤯 The universe is incredible. Check out this research paper: https://www.science.example.com/universe-facts;215;2024-05-18T15:30:00Z;2024-05-18T15:30:00Z;NA;Ugz0S-6z-1IEB
wXyZaBcDeLl;CraftyHands;So creative! I love this idea. 🎨;90;2024-05-17T10:05:00Z;2024-05-17T10:05:00Z;NA;Ugw2T-8a-3JFC
nOpQrStUvWw;MusicLoverM;This song never gets old. 🎤;240;2024-05-16T22:15:00Z;2024-05-16T22:15:00Z;NA;Ugy4U-1b-6KGD
xYzAbCdEfGg;PetParent;My cat loved this! 😹 So funny.;125;2024-05-15T08:20:00Z;2024-05-15T08:20:00Z;NA;Ugx6V-3c-8LHE
hIjKlMnOoPq;GamerDude;Epic win! Wish I could do that. 😎;290;2024-05-14T16:00:00Z;2024-05-14T16:00:00Z;NA;Ugw9W-5d-0MIJ
rStUvWxYzMm;HealthCoach;Inspiring journey! For health tips, visit: https://www.health.example.com/wellness;150;2024-05-13T07:45:00Z;2024-05-13T07:45:00Z;NA;Ugy1X-7e-2NKF
nOpQrStUvXx;Artist_Pro;The details are incredible. You're a true master! 👌;185;2024-05-12T11:30:00Z;2024-05-12T11:30:00Z;NA;Ugw3Y-9f-5OLG
yZaBcDeFgHh;FoodFan;Definitely trying this next weekend! 🤩;110;2024-05-11T13:40:00Z;2024-05-11T13:40:00Z;NA;Ugy5Z-2g-7PMH
iJkLmNoPpQq;HistorianX;Very informative! Thanks for sharing this piece of history. :-);98;2024-05-10T19:10:00Z;2024-05-10T19:10:00Z;NA;Ugw8A-4h-9QNI
rStUvWxYzNn;Photographer;Stunning composition! How do you achieve such depth? 😮;145;2024-05-09T14:20:00Z;2024-05-09T14:20:00Z;NA;Ugx0B-6i-1RJO
oPqRsTuVwXx;TechLover;This is the future! 🤖 I'm excited. See more here: https://www.futuretech.example.com/;230;2024-05-08T10:00:00Z;2024-05-08T10:00:00Z;NA;Ugy2C-8j-4SKP
yZaBcDeFgIi;NatureExplorer;What a beautiful place! 🏞️;105;2024-05-07T08:55:00Z;2024-05-07T08:55:00Z;NA;Ugw4D-0k-6TLQ
jKlMnOoPpQq;CraftyMama;My kids will love this! So simple to make. 🥰;70;2024-05-06T12:30:00Z;2024-05-06T12:30:00Z;NA;Ugy6E-3l-8UMP
rStUvWxYzOo;MusicAddict;Such a talented artist! 👏;205;2024-05-05T21:00:00Z;2024-05-05T21:00:00Z;NA;Ugw9F-5m-0VQN
pQrStUvWxYy;PetGuru;This made my day! So adorable. 😍;320;2024-05-04T18:45:00Z;2024-05-04T18:45:00Z;NA;Ugy1G-7n-2WRO
zAbCdEfGgHh;GamerGod;GG! Absolutely insane plays. 🔥;270;2024-05-03T17:10:00Z;2024-05-03T17:10:00Z;NA;Ugw3H-9o-5XSP
iJkLmNoPpQq;WellnessWarrior;Needed this today. Thank you for the positive vibes! ✨;120;2024-05-02T09:30:00Z;2024-05-02T09:30:00Z;NA;Ugy5I-2p-7YTU
rStUvWxYzPp;Artist_Soul;Incredible use of color! 🌈 So vibrant.;100;2024-05-01T16:50:00Z;2024-05-01T16:50:00Z;NA;Ugw8J-4q-9UVC
qRsTuVwXyZa;FoodLoverL;My mouth is watering! 🤤 Going to try this for sure.;155;2024-04-30T11:20:00Z;2024-04-30T11:20:00Z;NA;Ugx0K-6r-1VWd
bCdEfGhIjKk;HistoryBuffX;Always learn something new from your videos. Fascinating! 🤓;130;2024-04-29T19:00:00Z;2024-04-29T19:00:00Z;NA;Ugy2L-8s-4WXf
lMnOqRsTuVv;TechInnovator;The future is now! 🤩 Read more about it here: https://www.innovation.example.com/future-trends;245;2024-04-28T15:40:00Z;2024-04-28T15:40:00Z;NA;Ugw4M-0t-6XHg
wXyZaBcDeQq;NatureLoverX;So serene. A perfect escape. 🍃;90;2024-04-27T08:10:00Z;2024-04-27T08:10:00Z;NA;Ugy6N-3u-8YIk
rStUvWxYzRr;DIYExpert;This is brilliant! Why didn't I think of this? :-D;75;2024-04-26T13:25:00Z;2024-04-26T13:25:00Z;NA;Ugw9O-5v-0ZJl
sTuVwXyZaSs;PetLoverX;Too cute to handle! 💖;300;2024-04-25T20:15:00Z;2024-04-25T20:15:00Z;NA;Ugy1P-7w-2AKn
tUvWxYzAbCc;TravelerT;Absolutely breathtaking! 🗺️;170;2024-04-24T10:45:00Z;2024-04-24T10:45:00Z;NA;Ugw3Q-9x-5BOM
dEfGhIjKlLl;GamerPro;This game is pure nostalgia! 🎮;260;2024-04-23T22:00:00Z;2024-04-23T22:00:00Z;NA;Ugy5R-2y-7CPN
mNoPqRsTuVv;BookwormW;Such a well-written analysis. Highly recommend the book: https://www.book.example.com/novel;140;2024-04-22T14:00:00Z;2024-04-22T14:00:00Z;NA;Ugw8S-4z-9DQP
wXyZaBcDeTt;FitnessGuru;Feeling pumped after watching this! 💪;100;2024-04-21T07:15:00Z;2024-04-21T07:15:00Z;NA;Ugx0T-6a-1ERS
uVwXyZaBcDu;MovieMaven;What a masterpiece! 🎬;210;2024-04-20T18:30:00Z;2024-04-20T18:30:00Z;NA;Ugy2U-8b-4FGT
vWxYzAbCdEe;FashionExpert;So chic! Need to replicate this look. ✨;125;2024-04-19T11:50:00Z;2024-04-19T11:50:00Z;NA;Ugw4V-0c-6HIU
fGhIjKlMmMm;ScienceWhiz;Truly amazing discoveries. 🔭;190;2024-04-18T16:20:00Z;2024-04-18T16:20:00Z;NA;Ugy6W-3d-8IJV
nOpQrStUuVv;DIYDiva;So easy and fun! My new favorite project. 😄;80;2024-04-17T09:40:00Z;2024-04-17T09:40:00Z;NA;Ugw9X-5e-0KPW
wXyZaBcDeWw;PetParadise;These animals are so precious! 🐾❤️;340;2024-04-16T19:30:00Z;2024-04-16T19:30:00Z;NA;Ugy1Y-7f-2LQZ
xYzAbCdEfXx;HistoryLover;Great historical insights! For more, see: https://www.historychannel.example.com/;150;2024-04-15T14:10:00Z;2024-04-15T14:10:00Z;NA;Ugw3Z-9g-5MRa
yZaBcDeFgYy;FoodExplorer;Looks incredibly tasty! 🤤;160;2024-04-14T12:00:00Z;2024-04-14T12:00:00Z;NA;Ugy5A-2h-7NSb
zAbCdEfGgZz;PhotographerP;Such vibrant colors! Well done. :-);110;2024-04-13T17:00:00Z;2024-04-13T17:00:00Z;NA;Ugw8B-4i-9OTc
aBcDeFgHiAa;TechGeekG;This changes everything! 🤯;250;2024-04-12T10:30:00Z;2024-04-12T10:30:00Z;NA;Ugx0C-6j-1PUd
bCdEfGhIjBb;NatureLoverA;Absolutely stunning scenery. 🏞️;95;2024-04-11T08:20:00Z;2024-04-11T08:20:00Z;NA;Ugy2D-8k-4QVe
cDeFgHiJkCc;Artist_Genius;Your talent is truly inspiring! 💖;170;2024-04-10T21:20:00Z;2024-04-10T21:20:00Z;NA;Ugw4E-0l-6RWf
dEfGhIjKlDd;MusicMaestro;Pure genius! Can't stop listening. 🎧;280;2024-04-09T23:00:00Z;2024-04-09T23:00:00Z;NA;Ugy6F-3m-8SXg
eFgHiJkLmEe;PetWhisperer;So heartwarming! 🥰;310;2024-04-08T09:00:00Z;2024-04-08T09:00:00Z;NA;Ugw9G-5n-0TYh
fGhIjKlMnFf;GamerElite;Mind-blowing strategy! 🏆;295;2024-04-07T16:40:00Z;2024-04-07T16:40:00Z;NA;Ugy1H-7o-2UZi
gHiJkLmNoGg;WellnessGuru;This helped me so much! Thank you. 🙏;135;2024-04-06T07:50:00Z;2024-04-06T07:50:00Z;NA;Ugw3I-9p-5VKk
hIjKlMnOoHh;ScienceNerd;The details are incredible. 🧪;200;2024-04-05T15:10:00Z;2024-04-05T15:10:00Z;NA;Ugy5J-2q-7WLl
iJkLmNoPpIi;DIYCreator;Amazing! I'm going to try this right now. https://www.diy.example.com/easy-projects;88;2024-04-04T11:05:00Z;2024-04-04T11:05:00Z;NA;Ugw8K-4r-9XMo
jKlMnOoPpJj;TravelAddict;Makes me want to pack my bags! ✈️;180;2024-04-03T14:30:00Z;2024-04-03T14:30:00Z;NA;Ugx0L-6s-1YNP
kLmNoPpQqKk;BookLoverB;Such a powerful message. 📖;160;2024-04-02T17:55:00Z;2024-04-02T17:55:00Z;NA;Ugy2M-8t-4ZOP
lMnOqRsTuLl;FitnessFan;Pure motivation! 💪;115;2024-04-01T08:00:00Z;2024-04-01T08:00:00Z;NA;Ugw4N-0u-6APQ
mNoPqRsTuMm;MovieFanatic;Couldn't take my eyes off the screen! 👀;220;2024-03-31T20:30:00Z;2024-03-31T20:30:00Z;NA;Ugy6O-3v-8BQR
nOpQrStUvNn;FashionistaX;Absolutely fabulous! ✨;130;2024-03-30T13:00:00Z;2024-03-30T13:00:00Z;NA;Ugw9P-5w-0CRT
oPqRsTuVwOo;ScienceCurious;This explained everything! So clear. 🤓;210;2024-03-29T16:50:00Z;2024-03-29T16:50:00Z;NA;Ugy1Q-7x-2DSU
pQrStUvWxPp;DIYPro;Saved me so much money! Thanks! :-);92;2024-03-28T09:10:00Z;2024-03-28T09:10:00Z;NA;Ugw3R-9y-5ETV
qRsTuVwXyQq;PetOwner;My heart melted! 😻;360;2024-03-27T19:40:00Z;2024-03-27T19:40:00Z;NA;Ugy5S-2z-7FUW
rStUvWxYzRr;HistoryEnthusiast;Incredible historical journey! A must-watch: https://www.documentaries.example.com/;170;2024-03-26T14:00:00Z;2024-03-26T14:00:00Z;NA;Ugw8T-4a-9GVX
sTuVwXyZaSs;FoodieLife;Yum! Looks so good. 😋;185;2024-03-25T12:20:00Z;2024-03-25T12:20:00Z;NA;Ugx0U-6b-1HWY
tUvWxYzAbTt;PhotoBuff;The colors are stunning! 🎨;105;2024-03-24T17:20:00Z;2024-03-24T17:20:00Z;NA;Ugy2V-8c-4IXZ
uVwXyZaBcUu;TechGuru99;Can't believe this is real! 🤯;260;2024-03-23T10:50:00Z;2024-03-23T10:50:00Z;NA;Ugw4W-0d-6JYa
vWxYzAbCdVv;NatureLoverB;Pure bliss. 🌿;110;2024-03-22T08:30:00Z;2024-03-22T08:30:00Z;NA;Ugy6X-3e-8KZb
wXyZaBcDeWw;Artist_Dreamer;So inspiring, thank you! ✨;190;2024-03-21T21:00:00Z;2024-03-21T21:00:00Z;NA;Ugw9Y-5f-0LAc
xYzAbCdEfXx;MusicLoverZ;This song lifts my spirits! 😊;230;2024-03-20T22:45:00Z;2024-03-20T22:45:00Z;NA;Ugy1Z-7g-2MBd
yZaBcDeFgYy;PetLoverY;Best video ever! So funny. 😂;330;2024-03-19T09:50:00Z;2024-03-19T09:50:00Z;NA;Ugw3A-9h-5NCE
zAbCdEfGgZz;GamerChampion;Absolutely legendary play! 🤩;305;2024-03-18T16:15:00Z;2024-03-18T16:15:00Z;NA;Ugy5B-2i-7ODF
aBcDeFgHiAa;HealthSeeker;So many good points here. Read more: https://www.wellness.example.com/tips;145;2024-03-17T07:20:00Z;2024-03-17T07:20:00Z;NA;Ugw8C-4j-9PEF
bCdEfGhIjBb;Artist_Vision;The creativity is off the charts! 💯;175;2024-03-16T11:40:00Z;2024-03-16T11:40:00Z;NA;Ugx0D-6k-1QFG
cDeFgHiJkCc;FoodFanatic;Must try these recipes! 🥳;120;2024-03-15T13:50:00Z;2024-03-15T13:50:00Z;NA;Ugy2E-8l-4RGH
dEfGhIjKlDd;HistoryFacts;Very well researched! 👏;100;2024-03-14T19:20:00Z;2024-03-14T19:20:00Z;NA;Ugw4F-0m-6SIJ
eFgHiJkLmEe;PhotographerPro;Incredible storytelling through images. 📸;150;2024-03-13T14:40:00Z;2024-03-13T14:40:00Z;NA;Ugy6G-3n-8TKL
fGhIjKlMnFf;TechPioneer;This is truly revolutionary. Check it out: https://www.revolution.example.com/;270;2024-03-12T10:10:00Z;2024-03-12T10:10:00Z;NA;Ugw9H-5o-0ULM
gHiJkLmNoGg;NatureLoverC;Peaceful and beautiful moments. 😌;100;2024-03-11T08:40:00Z;2024-03-11T08:40:00Z;NA;Ugy1I-7p-2VNM
hIjKlMnOoHh;DIYEnthusiast;So many great ideas! Thank you. 😊;85;2024-03-10T12:50:00Z;2024-03-10T12:50:00Z;NA;Ugw3J-9q-5WOP
iJkLmNoPpIi;PetLoverZ;Can't stop smiling! 😄;350;2024-03-09T20:00:00Z;2024-03-09T20:00:00Z;NA;Ugy5K-2r-7XPQ
jKlMnOoPpJj;TravelerX;Makes me want to book a flight! ✈️🌍;195;2024-03-08T15:00:00Z;2024-03-08T15:00:00Z;NA;Ugw8L-4s-9YQR
kLmNoPpQqKk;GamerMaster;Skill level: GOD! 🤯;320;2024-03-07T17:30:00Z;2024-03-07T17:30:00Z;NA;Ugx0M-6t-1ZRS
lMnOqRsTuLl;BookwormY;A must-read for everyone. 📖;155;2024-03-06T18:00:00Z;2024-03-06T18:00:00Z;NA;Ugy2N-8u-4ATU
mNoPqRsTuMm;FitnessAddict;So motivating! Keep crushing it. 💪;125;2024-03-05T07:00:00Z;2024-03-05T07:00:00Z;NA;Ugw4O-0v-6BUW
nOpQrStUvNn;MovieCritic;This film left me speechless. 🤩;240;2024-03-04T21:10:00Z;2024-03-04T21:10:00Z;NA;Ugy6P-3w-8CVX
oPqRsTuVwOo;FashionIcon;Inspired by this look! ✨;140;2024-03-03T13:30:00Z;2024-03-03T13:30:00Z;NA;Ugw9Q-5x-0DWY
pQrStUvWxPp;ScienceGeekS;So mind-boggling! 🔬 Check out this article: https://www.sciencejournal.example.com/latest;220;2024-03-02T16:00:00Z;2024-03-02T16:00:00Z;NA;Ugy1R-7y-2EXZ
qRsTuVwXyQq;DIYQueenQ;Absolutely brilliant! 😄;90;2024-03-01T09:20:00Z;2024-03-01T09:20:00Z;NA;Ugw3S-9z-5FYb
rStUvWxYzRr;PetLoverL;So adorable, my heart! ❤️;370;2024-02-29T19:50:00Z;2024-02-29T19:50:00Z;NA;Ugy5T-2a-7GZc
sTuVwXyZaSs;HistoryPro;Such a rich history lesson. 📜;165;2024-02-28T14:20:00Z;2024-02-28T14:20:00Z;NA;Ugw8U-4b-9HAe
tUvWxYzAbTt;FoodFanX;This looks like heaven! 🤤;190;2024-02-27T12:40:00Z;2024-02-27T12:40:00Z;NA;Ugx0V-6c-1IBf
uVwXyZaBcUu;PhotographerX;Beautiful depth of field. 📸;115;2024-02-26T17:10:00Z;2024-02-26T17:10:00Z;NA;Ugy2W-8d-4JCg
vWxYzAbCdVv;TechAddict;The future is here! 🚀;280;2024-02-25T10:00:00Z;2024-02-25T10:00:00Z;NA;Ugw4X-0e-6KDi
wXyZaBcDeWw;NatureLoverD;Simply stunning. 🌲;105;2024-02-24T08:50:00Z;2024-02-24T08:50:00Z;NA;Ugy6Y-3f-8LEj
xYzAbCdEfXx;Artist_Guru;Masterpiece! Every detail is perfect. 👌;200;2024-02-23T21:30:00Z;2024-02-23T21:30:00Z;NA;Ugw9Z-5g-0MFk
yZaBcDeFgYy;MusicEnthusiast;This just made my day. 🎶;250;2024-02-22T22:20:00Z;2024-02-22T22:20:00Z;NA;Ugy1a-7h-2NGl
zAbCdEfGgZz;PetLoverA;So cute I could cry! 🥹;380;2024-02-21T09:15:00Z;2024-02-21T09:15:00Z;NA;Ugw3b-9i-5OIn
aBcDeFgHiAa;GamerQueen;What an amazing player! 👑;315;2024-02-20T16:30:00Z;2024-02-20T16:30:00Z;NA;Ugy5c-2j-7PJp
bCdEfGhIjBb;HealthConscious;Very informative, thank you! More resources here: https://www.healthylife.example.com/;155;2024-02-19T07:40:00Z;2024-02-19T07:40:00Z;NA;Ugw8d-4k-9QKq
cDeFgHiJkCc;Artist_Inspo;This inspires me to create! 🎨;180;2024-02-18T11:25:00Z;2024-02-18T11:25:00Z;NA;Ugx0e-6l-1RLr
dEfGhIjKlDd;FoodCriticC;This is a work of art! 🧑‍🍳;130;2024-02-17T13:00:00Z;2024-02-17T13:00:00Z;NA;Ugy2f-8m-4SMs
eFgHiJkLmEe;HistoryExpert;Fascinating subject matter. 🧐;110;2024-02-16T19:00:00Z;2024-02-16T19:00:00Z;NA;Ugw4g-0n-6TNu
fGhIjKlMnFf;PhotographerP;The light is perfect. :-D;160;2024-02-15T14:00:00Z;2024-02-15T14:00:00Z;NA;Ugy6h-3o-8UVo
gHiJkLmNoGg;TechVisionary;Beyond impressive! 🤩;290;2024-02-14T10:40:00Z;2024-02-14T10:40:00Z;NA;Ugw9i-5p-0WWq
hIjKlMnOoHh;NatureExplorerX;Such a calming video. 🧘‍♀️;115;2024-02-13T08:00:00Z;2024-02-13T08:00:00Z;NA;Ugy1j-7q-2XYr
iJkLmNoPpIi;DIYCrafty;So clever! I'll be trying this. 😉;95;2024-02-12T12:10:00Z;2024-02-12T12:10:00Z;NA;Ugw3k-9r-5YZt
jKlMnOoPpJj;PetLoverB;Made me smile from ear to ear! 😄;390;2024-02-11T20:20:00Z;2024-02-11T20:20:00Z;NA;Ugy5l-2s-7ZAu
kLmNoPpQqKk;TravelDreamer;My next adventure! 🌍;200;2024-02-10T15:30:00Z;2024-02-10T15:30:00Z;NA;Ugw8m-4t-9BAv
lMnOqRsTuLl;GamerGirlG;Amazing reflexes! 🎮;330;2024-02-09T17:40:00Z;2024-02-09T17:40:00Z;NA;Ugx0n-6u-1CBw
mNoPqRsTuMm;BookwormC;Such a deep discussion. A must-watch for philosophy lovers: https://www.philosophy.example.com/;170;2024-02-08T18:15:00Z;2024-02-08T18:15:00Z;NA;Ugy2o-8v-4DCx
nOpQrStUvNn;FitnessChampion;Feeling inspired! 🔥;135;2024-02-07T07:30:00Z;2024-02-07T07:30:00Z;NA;Ugw4p-0w-6EGy
oPqRsTuVwOo;MovieBuffM;An absolute masterpiece! 🍿;250;2024-02-06T21:00:00Z;2024-02-06T21:00:00Z;NA;Ugy6q-3x-8FH0
pQrStUvWxPp;FashionistaA;Obsessed with this style! ✨;145;2024-02-05T13:10:00Z;2024-02-05T13:10:00Z;NA;Ugw9r-5y-0GI1
qRsTuVwXyQq;ScienceLover;This blew my mind! 🤯;230;2024-02-04T16:40:00Z;2024-02-04T16:40:00Z;NA;Ugy1s-7z-2HJ2
rStUvWxYzRr;DIYMaster;So clever and practical! 👍;100;2024-02-03T09:30:00Z;2024-02-03T09:30:00Z;NA;Ugw3t-9a-5IK3
sTuVwXyZaSs;PetFanatic;Can't get enough of this! 😍;400;2024-02-02T20:00:00Z;2024-02-02T20:00:00Z;NA;Ugy5u-2b-7JL4
tUvWxYzAbTt;HistoryGeek;Remarkable historical account. 🤓;175;2024-02-01T14:50:00Z;2024-02-01T14:50:00Z;NA;Ugw8v-4c-9KM5
uVwXyZaBcUu;FoodieGuru;Absolutely divine! 😋;205;2024-01-31T12:00:00Z;2024-01-31T12:00:00Z;NA;Ugx0w-6d-1LNN
vWxYzAbCdVv;PhotoArtist;The composition is flawless! 📸;120;2024-01-30T17:30:00Z;2024-01-30T17:30:00Z;NA;Ugy2x-8e-4MOP
wXyZaBcDeWw;ReviewerBot;Hmm, the quality isn't quite what I expected. Maybe next time.;5;2024-01-29T10:00:00Z;2024-01-29T10:00:00Z;NA;Ugx4y-0f-6NPQ
xYzAbCdEfXx;UserCommenter;I think @CreatorGuru could improve the sound. Check this out at 02:15.;12;2024-01-28T15:00:00Z;2024-01-28T15:00:00Z;NA;Ugx6z-3g-8OQR
yZaBcDeFgYy;DisappointedViewer;This was a waste of my time. 😠;2;2024-01-27T18:30:00Z;2024-01-27T18:30:00Z;NA;Ugx9A-5h-0PRS
zAbCdEfGgZz;NeutralObserver;It's an interesting topic, but the delivery could be more engaging.;18;2024-01-26T11:00:00Z;2024-01-26T11:00:00Z;NA;Ugy1B-7i-2QST
aBcDeFgHiAa;ConstructiveCritic;I found some parts confusing at 05:30. Perhaps a clearer explanation?;7;2024-01-25T09:00:00Z;2024-01-25T09:00:00Z;NA;Ugw3C-9j-5RUV
bCdEfGhIjBb;PositiveVibes;Absolutely loved it! 😊 Keep up the fantastic work!;99;2024-01-24T14:00:00Z;2024-01-24T14:00:00Z;NA;Ugy5D-2k-7SVW
cDeFgHiJkCc;FeedbackFan;Good effort, but there's room for improvement.;10;2024-01-23T20:00:00Z;2024-01-23T20:00:00Z;NA;Ugw8E-4l-9TWX
dQw4w9WgXcQ;AnonymousUser;Just watched this. Nothing special.;3;2024-01-22T16:00:00Z;2024-01-22T16:00:00Z;NA;Ugx0F-6m-1UYZ
xyz789AbCde;ConcernedCitizen;The information at 03:00 seems inaccurate. @FactChecker, can you verify?;22;2024-01-21T11:30:00Z;2024-01-21T11:30:00Z;NA;Ugy2G-8n-4VZa
fGHjKlMnOpq;HappyViewer;Perfect video for a rainy day! 💖;67;2024-01-20T08:00:00Z;2024-01-20T08:00:00Z;NA;Ugw4H-0o-6WAb
PqRsTuVwXyz;CriticalEye;I expected more from this. The ending was weak at 10:00.;9;2024-01-19T19:00:00Z;2024-01-19T19:00:00Z;NA;Ugy6I-3p-8XBc
aBcDeFgHiJk;NewbieExplorer;Interesting, but a bit slow-paced.;15;2024-01-18T12:45:00Z;2024-01-18T12:45:00Z;NA;Ugw9J-5q-0YCd
